vic
NEAR;;;;;0.14457831325301204
FRANCE;;;;;0.11764705882352941
BYCOLOMBIAN;;;;;0.16666666666666666
YEAR;;;;;0.09375
ARAUCAINTENDANCY;;;;;1.0
ANARMY;;;;;0.5
$;;;;;0.044444444444444446
STOP;;;;;0.057692307692307696
';;;;;0.075
WHOEVER;;;;;0.6153846153846154
VARGAS;;;;;0.04918032786885246
1;;;;;0.12686567164179105
2;;;;;0.10256410256410256
3;;;;;0.11538461538461539
4;;;;;0.08163265306122448
5;;;;;0.03636363636363636
6;;;;;0.10526315789473684
7;;;;;0.11290322580645161
8;;;;;0.06779661016949153
9;;;;;0.061224489795918366
:;;;;;0.0683453237410072
?;;;;;0.033783783783783786
A;;;;;0.08468052347959969
HISOPINIONS;;;;;1.0
F;;;;;0.125
I;;;;;0.029166666666666667
L;;;;;0.3333333333333333
M;;;;;0.6
N;;;;;0.3333333333333333
Y;;;;;0.6666666666666666
`;;;;;0.08870967741935484
SECURITY;;;;;0.05303030303030303
NECK;;;;;0.125
COLINDRES;;;;;0.1111111111111111
MACHINEGUNS;;;;;0.08333333333333333
SERVICES;;;;;0.08333333333333333
SLUGGISH;;;;;0.5
COUNTRY;;;;;0.06735751295336788
TWOTERRORISTS;;;;;1.0
STOLENPEASANTS;;;;;0.6
NEED;;;;;0.038461538461538464
COMPANIONS;;;;;0.16666666666666666
THEPOPULATION;;;;;1.0
BRAZILIAN;;;;;0.125
NORIEGA;;;;;0.18867924528301888
OCCURRED;;;;;0.07142857142857142
OFFERING;;;;;0.5
ACTING;;;;;0.16
ACTION;;;;;0.08695652173913043
THEINVESTIGATIONS;;;;;1.0
ATTEND;;;;;0.0625
LISANDY;;;;;0.3333333333333333
NOVEMBER;;;;;0.22641509433962265
SHOOTING;;;;;0.08333333333333333
CELL;;;;;0.14285714285714285
CASUALTIES;;;;;0.02127659574468085
PASSING;;;;;0.25
LOSMASARIEGOS;;;;;1.0
SECTORS;;;;;0.021739130434782608
OFLATIN;;;;;0.5
HARSHBLOW;;;;;0.5
OBSERVER;;;;;0.5
PRIMARY;;;;;0.16666666666666666
LARGEOIL;;;;;1.0
HASBEEN;;;;;0.1111111111111111
TRADEUNION;;;;;1.0
CORRAL;;;;;0.5
SEEKING;;;;;0.038461538461538464
RADIOCUSCATLAN;;;;;0.3333333333333333
THEWEIGHT;;;;;0.5
REDCROSS;;;;;0.14285714285714285
SCHOOLS;;;;;0.3333333333333333
ALSOFOUND;;;;;0.5
THEPOLITICAL;;;;;0.5
HECTOR;;;;;0.13043478260869565
BUT;;;;;0.043478260869565216
SUCH;;;;;0.024793388429752067
BUS;;;;;0.1875
OFPERPETRATING;;;;;1.0
TRAINING;;;;;0.2
OTHER;;;;;0.09965635738831616
FROMGUNSHOT;;;;;1.0
FATHER;;;;;0.15492957746478872
EMPHASIZED;;;;;0.16666666666666666
TODEATH;;;;;0.5
FRIEND;;;;;0.25
PANAMANIANS;;;;;0.4166666666666667
METROPOLITAN;;;;;0.1
TRAFFICKERS;;;;;0.014925373134328358
YEARS;;;;;0.1
MEASURES;;;;;0.06818181818181818
ENTERED;;;;;0.1875
PALACIOS;;;;;0.1
HIGHER;;;;;0.2
BLAMING;;;;;0.14285714285714285
SALESMAN;;;;;1.0
PIPELINE;;;;;0.6666666666666666
NEWS;;;;;0.05263157894736842
PRESIDENT;;;;;0.08173076923076923
ELBA;;;;;0.5172413793103449
MERCEDITA;;;;;1.0
FIRINGTHEIR;;;;;0.25
THEPOPULAR;;;;;1.0
CATHEDRAL.BUT;;;;;1.0
PERSON;;;;;0.07407407407407407
SUIT;;;;;0.25
INVESTIGATOR;;;;;0.25
TEACHER;;;;;1.0
SONSONATE;;;;;0.25
MIRALVALLE;;;;;0.3333333333333333
THESO-CALLED;;;;;0.125
STAGED;;;;;0.09090909090909091
TRAFFICKERSFOLLOWING;;;;;1.0
BEGIN;;;;;0.047619047619047616
THEVERY;;;;;0.25
ROBERTO;;;;;0.12121212121212122
BROTHER;;;;;0.5
SAFETY;;;;;0.08333333333333333
LESLIE;;;;;0.3333333333333333
ATTENDTHE;;;;;0.5
INSTITUTIONS;;;;;0.0625
KIDNAPPINGSOF;;;;;1.0
EXCEPT;;;;;0.1
CAN;;;;;0.050505050505050504
FLIGHT;;;;;0.09090909090909091
CAR;;;;;0.057971014492753624
DIED;;;;;0.1956521739130435
DIEZ;;;;;0.125
UNTIL;;;;;0.045454545454545456
ITOBSTRUCTS;;;;;0.5
LISTEN;;;;;1.0
COMBAT;;;;;0.03125
HURT;;;;;0.14285714285714285
OFFLIGHT;;;;;0.25
THEKILLINGS;;;;;1.0
UNDETERRED;;;;;1.0
KINGPINS;;;;;0.058823529411764705
OFFENSIVE;;;;;0.06060606060606061
CONNECTION;;;;;0.8
STORE;;;;;0.125
ADMITTED;;;;;0.05555555555555555
SIDEWALKNEAR;;;;;0.6666666666666666
TELEGRAM;;;;;0.5
HAVANA;;;;;0.19230769230769232
DEEPLY;;;;;0.25
HESAID;;;;;1.0
PRESIDENTOSCAR;;;;;0.3333333333333333
CARLOSANDRES;;;;;0.5
INCLUDED;;;;;0.05263157894736842
10TH;;;;;1.0
MINORS;;;;;0.14285714285714285
CONTROL.HOWEVER;;;;;1.0
'';;;;;0.06273062730627306
CLEAN-UP;;;;;0.2
FOUR;;;;;0.06779661016949153
DINO;;;;;0.6666666666666666
FRIDAY;;;;;0.2777777777777778
ORGANIZATION;;;;;0.08955223880597014
COL;;;;;0.058823529411764705
GUAYABAL;;;;;1.0
SETTLED;;;;;0.7142857142857143
ANDWITH;;;;;0.5
ABOARD;;;;;0.6666666666666666
COMMANDERS;;;;;0.030303030303030304
ARCHBISHOP;;;;;0.10526315789473684
BROAD;;;;;0.3333333333333333
THEYREQUESTED;;;;;0.5
OTHERWISE;;;;;0.058823529411764705
CASTANO;;;;;0.3333333333333333
THESEVENTH;;;;;0.3333333333333333
OBLIGE;;;;;0.5
OPPOSITIONNATIONAL;;;;;1.0
STREETS;;;;;0.045454545454545456
10;;;;;0.16470588235294117
11;;;;;0.1076923076923077
12;;;;;0.12280701754385964
13;;;;;0.16666666666666666
14;;;;;0.26666666666666666
CUT;;;;;0.058823529411764705
OFFICIALLYANNOUNCED;;;;;1.0
15;;;;;0.12987012987012986
16;;;;;0.2698412698412698
17;;;;;0.16666666666666666
18;;;;;0.13793103448275862
19;;;;;0.2549019607843137
OCCASION;;;;;0.037037037037037035
PROVIDES;;;;;0.22727272727272727
20;;;;;0.07692307692307693
21;;;;;0.20408163265306123
22;;;;;0.175
23;;;;;0.2857142857142857
24;;;;;0.1282051282051282
25;;;;;0.2
26;;;;;0.2857142857142857
27;;;;;0.15789473684210525
INCLUDINGIGNACIO;;;;;0.5
28;;;;;0.17647058823529413
29;;;;;0.21052631578947367
MEDELLINWHEN;;;;;1.0
ALFREDOBENAVIDES;;;;;0.16666666666666666
MURDERING;;;;;0.2
